IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.97.90,8080,8080,false,SIN,Asia Pacific,Singapore,68,2.65
8.219.210.226,8080,8080,false,SIN,Asia Pacific,Singapore,66,2.65
8.219.208.69,2086,2086,false,SIN,Asia Pacific,Singapore,76,2.65
8.222.219.34,2082,2082,false,SIN,Asia Pacific,Singapore,137,2.65
8.222.214.231,8880,8880,false,SIN,Asia Pacific,Singapore,115,2.65
47.236.114.23,2083,2083,true,SIN,Asia Pacific,Singapore,62,2.65
8.222.167.8,2086,2086,false,SIN,Asia Pacific,Singapore,93,2.65
8.222.145.110,80,80,false,SIN,Asia Pacific,Singapore,142,2.65
47.236.83.196,2095,2095,false,SIN,Asia Pacific,Singapore,69,2.65
47.236.114.23,2096,2096,true,SIN,Asia Pacific,Singapore,72,2.65
8.222.150.197,2096,2096,true,SIN,Asia Pacific,Singapore,182,2.65
8.222.129.32,2087,2087,true,SIN,Asia Pacific,Singapore,104,2.64
8.222.137.178,2087,2087,true,SIN,Asia Pacific,Singapore,179,2.64
8.222.249.190,80,80,false,SIN,Asia Pacific,Singapore,75,2.64
8.219.249.38,2082,2082,false,SIN,Asia Pacific,Singapore,125,2.64
8.222.145.110,2087,2087,true,SIN,Asia Pacific,Singapore,51,2.64
47.236.148.174,80,80,false,SIN,Asia Pacific,Singapore,76,2.63
8.222.212.172,8443,8443,true,SIN,Asia Pacific,Singapore,74,2.63
47.236.130.95,2087,2087,true,SIN,Asia Pacific,Singapore,78,2.63
8.222.175.78,2053,2053,true,SIN,Asia Pacific,Singapore,91,2.63
8.222.224.162,8880,8880,false,SIN,Asia Pacific,Singapore,113,2.63
8.219.222.98,2052,2052,false,SIN,Asia Pacific,Singapore,132,2.62
8.222.182.10,80,80,false,SIN,Asia Pacific,Singapore,147,2.62
8.222.215.228,2083,2083,true,SIN,Asia Pacific,Singapore,53,2.62
8.222.129.32,8880,8880,false,SIN,Asia Pacific,Singapore,81,2.62
8.219.222.98,2087,2087,true,SIN,Asia Pacific,Singapore,180,2.62
8.222.150.197,2083,2083,true,SIN,Asia Pacific,Singapore,50,2.62
8.222.212.219,8443,8443,true,SIN,Asia Pacific,Singapore,88,2.61
8.222.187.107,2052,2052,false,SIN,Asia Pacific,Singapore,58,2.61
8.222.167.147,2086,2086,false,SIN,Asia Pacific,Singapore,53,2.61
8.219.167.65,2082,2082,false,SIN,Asia Pacific,Singapore,51,2.61
8.222.175.78,2096,2096,true,SIN,Asia Pacific,Singapore,94,2.60
8.222.164.44,2082,2082,false,SIN,Asia Pacific,Singapore,50,2.60
47.236.145.85,2095,2095,false,SIN,Asia Pacific,Singapore,59,2.60
8.222.224.162,2096,2096,true,SIN,Asia Pacific,Singapore,86,2.60
47.236.114.23,2086,2086,false,SIN,Asia Pacific,Singapore,58,2.60
8.219.60.130,2086,2086,false,SIN,Asia Pacific,Singapore,83,2.59
8.222.140.185,2052,2052,false,SIN,Asia Pacific,Singapore,248,2.59
8.222.248.188,2087,2087,true,SIN,Asia Pacific,Singapore,49,2.58
8.219.208.69,2082,2082,false,SIN,Asia Pacific,Singapore,61,2.58
47.245.89.102,8080,8080,false,SIN,Asia Pacific,Singapore,135,2.58
8.219.186.189,2086,2086,false,SIN,Asia Pacific,Singapore,53,2.57
8.222.154.227,2087,2087,true,SIN,Asia Pacific,Singapore,51,2.57
47.236.7.206,2095,2095,false,SIN,Asia Pacific,Singapore,112,2.56
47.236.130.95,2083,2083,true,SIN,Asia Pacific,Singapore,52,2.56
8.222.212.172,2083,2083,true,SIN,Asia Pacific,Singapore,76,2.56
8.222.154.50,8443,8443,true,SIN,Asia Pacific,Singapore,51,2.56
47.236.150.109,2052,2052,false,SIN,Asia Pacific,Singapore,63,2.55
8.222.180.86,2095,2095,false,SIN,Asia Pacific,Singapore,51,2.55
8.222.167.8,2053,2053,true,SIN,Asia Pacific,Singapore,241,2.55
8.219.198.139,2087,2087,true,SIN,Asia Pacific,Singapore,63,2.55
8.222.145.110,2096,2096,true,SIN,Asia Pacific,Singapore,55,2.54
47.236.119.253,2087,2087,true,SIN,Asia Pacific,Singapore,54,2.54
8.222.224.163,2086,2086,false,SIN,Asia Pacific,Singapore,60,2.54
8.222.215.228,2082,2082,false,SIN,Asia Pacific,Singapore,58,2.53
47.236.97.254,2096,2096,true,SIN,Asia Pacific,Singapore,56,2.53
8.219.0.162,2095,2095,false,SIN,Asia Pacific,Singapore,57,2.53
47.245.107.174,2082,2082,false,SIN,Asia Pacific,Singapore,131,2.52
47.236.144.208,2083,2083,true,SIN,Asia Pacific,Singapore,51,2.52
47.236.19.51,2095,2095,false,SIN,Asia Pacific,Singapore,78,2.52
8.222.168.24,2095,2095,false,SIN,Asia Pacific,Singapore,50,2.52
8.222.145.110,8080,8080,false,SIN,Asia Pacific,Singapore,89,2.52
8.222.168.234,2096,2096,true,SIN,Asia Pacific,Singapore,54,2.52
8.222.144.219,2083,2083,true,SIN,Asia Pacific,Singapore,52,2.51
8.219.248.170,2083,2083,true,SIN,Asia Pacific,Singapore,175,2.51
8.222.131.102,2096,2096,true,SIN,Asia Pacific,Singapore,187,2.51
47.236.99.131,2053,2053,true,SIN,Asia Pacific,Singapore,75,2.51
47.236.104.98,2053,2053,true,SIN,Asia Pacific,Singapore,105,2.51
8.219.198.139,8880,8880,false,SIN,Asia Pacific,Singapore,66,2.51
8.222.160.61,2087,2087,true,SIN,Asia Pacific,Singapore,65,2.50
8.222.175.78,8880,8880,false,SIN,Asia Pacific,Singapore,89,2.50
8.222.137.178,2053,2053,true,SIN,Asia Pacific,Singapore,166,2.50
8.222.229.22,2086,2086,false,SIN,Asia Pacific,Singapore,75,2.50
47.236.145.180,2086,2086,false,SIN,Asia Pacific,Singapore,127,2.49
47.236.94.113,2086,2086,false,SIN,Asia Pacific,Singapore,124,2.49
47.236.94.113,2052,2052,false,SIN,Asia Pacific,Singapore,55,2.49
8.219.60.130,2096,2096,true,SIN,Asia Pacific,Singapore,157,2.49
8.222.168.24,8443,8443,true,SIN,Asia Pacific,Singapore,80,2.49
47.236.11.84,2053,2053,true,SIN,Asia Pacific,Singapore,203,2.48
8.219.222.98,8880,8880,false,SIN,Asia Pacific,Singapore,102,2.47
47.245.84.155,8880,8880,false,SIN,Asia Pacific,Singapore,96,2.47
8.219.210.226,2096,2096,true,SIN,Asia Pacific,Singapore,69,2.47
8.222.129.32,2086,2086,false,SIN,Asia Pacific,Singapore,87,2.47
8.219.114.201,2087,2087,true,SIN,Asia Pacific,Singapore,68,2.47
8.219.0.162,2053,2053,true,SIN,Asia Pacific,Singapore,66,2.47
8.219.249.38,80,80,false,SIN,Asia Pacific,Singapore,59,2.47
8.219.198.139,2083,2083,true,SIN,Asia Pacific,Singapore,60,2.46
8.222.224.163,2053,2053,true,SIN,Asia Pacific,Singapore,86,2.46
8.222.224.163,2087,2087,true,SIN,Asia Pacific,Singapore,58,2.45
47.245.89.102,2082,2082,false,SIN,Asia Pacific,Singapore,57,2.45
8.222.229.22,2053,2053,true,SIN,Asia Pacific,Singapore,70,2.44
8.222.167.8,2095,2095,false,SIN,Asia Pacific,Singapore,167,2.44
8.222.140.185,8443,8443,true,SIN,Asia Pacific,Singapore,109,2.44
8.222.159.252,2087,2087,true,SIN,Asia Pacific,Singapore,49,2.43
8.219.60.130,2052,2052,false,SIN,Asia Pacific,Singapore,83,2.43
8.222.129.245,2083,2083,true,SIN,Asia Pacific,Singapore,77,2.43
8.222.214.231,2096,2096,true,SIN,Asia Pacific,Singapore,251,2.42
8.222.144.219,2095,2095,false,SIN,Asia Pacific,Singapore,59,2.42
8.219.228.157,8443,8443,true,SIN,Asia Pacific,Singapore,134,2.42
8.222.160.61,2052,2052,false,SIN,Asia Pacific,Singapore,133,2.42
47.236.87.246,2053,2053,true,SIN,Asia Pacific,Singapore,54,2.41
47.236.144.196,2083,2083,true,SIN,Asia Pacific,Singapore,59,2.41
47.236.97.254,2086,2086,false,SIN,Asia Pacific,Singapore,130,2.41
8.222.211.124,2096,2096,true,SIN,Asia Pacific,Singapore,50,2.40
8.222.174.108,2087,2087,true,SIN,Asia Pacific,Singapore,184,2.40
8.222.145.164,8443,8443,true,SIN,Asia Pacific,Singapore,185,2.39
47.236.75.113,2086,2086,false,SIN,Asia Pacific,Singapore,56,2.39
47.236.7.206,2082,2082,false,SIN,Asia Pacific,Singapore,53,2.39
47.236.7.13,2087,2087,true,SIN,Asia Pacific,Singapore,58,2.39
47.236.144.156,2053,2053,true,SIN,Asia Pacific,Singapore,70,2.38
47.236.119.253,8080,8080,false,SIN,Asia Pacific,Singapore,56,2.37
8.222.224.162,8443,8443,true,SIN,Asia Pacific,Singapore,63,2.37
8.222.212.172,80,80,false,SIN,Asia Pacific,Singapore,58,2.37
47.236.116.208,80,80,false,SIN,Asia Pacific,Singapore,70,2.37
8.222.129.32,8443,8443,true,SIN,Asia Pacific,Singapore,101,2.36
47.245.84.155,8443,8443,true,SIN,Asia Pacific,Singapore,113,2.36
8.222.224.163,8880,8880,false,SIN,Asia Pacific,Singapore,60,2.36
47.236.104.11,8080,8080,false,SIN,Asia Pacific,Singapore,125,2.36
8.219.248.170,2086,2086,false,SIN,Asia Pacific,Singapore,108,2.36
47.245.30.208,80,80,false,HKG,Asia Pacific,Hong Kong,195,2.35
8.222.174.108,8443,8443,true,SIN,Asia Pacific,Singapore,144,2.33
8.222.147.203,8880,8880,false,SIN,Asia Pacific,Singapore,117,2.31
47.236.79.77,2082,2082,false,SIN,Asia Pacific,Singapore,131,2.31
8.222.212.172,2087,2087,true,SIN,Asia Pacific,Singapore,66,2.31
8.222.229.22,2087,2087,true,SIN,Asia Pacific,Singapore,67,2.30
8.222.249.190,2083,2083,true,SIN,Asia Pacific,Singapore,107,2.29
8.219.114.201,80,80,false,SIN,Asia Pacific,Singapore,66,2.29
47.236.104.98,2087,2087,true,SIN,Asia Pacific,Singapore,123,2.28
47.236.123.133,8080,8080,false,SIN,Asia Pacific,Singapore,76,2.28
47.236.125.62,2087,2087,true,SIN,Asia Pacific,Singapore,83,2.27
8.222.182.10,2095,2095,false,SIN,Asia Pacific,Singapore,259,2.26
8.222.129.32,2096,2096,true,SIN,Asia Pacific,Singapore,83,2.25
8.222.159.252,2096,2096,true,SIN,Asia Pacific,Singapore,64,2.24
47.236.99.131,2096,2096,true,SIN,Asia Pacific,Singapore,105,2.23
47.236.7.246,2086,2086,false,SIN,Asia Pacific,Singapore,108,2.22
47.245.107.174,2095,2095,false,SIN,Asia Pacific,Singapore,81,2.22
8.222.174.108,2086,2086,false,SIN,Asia Pacific,Singapore,278,2.21
8.222.153.11,8443,8443,true,SIN,Asia Pacific,Singapore,53,2.20
8.222.167.147,8443,8443,true,SIN,Asia Pacific,Singapore,111,2.20
8.222.238.141,8880,8880,false,SIN,Asia Pacific,Singapore,134,2.20
47.236.123.133,80,80,false,SIN,Asia Pacific,Singapore,78,2.19
47.236.144.156,2096,2096,true,SIN,Asia Pacific,Singapore,51,2.18
47.236.15.73,2087,2087,true,SIN,Asia Pacific,Singapore,169,2.18
8.222.229.102,8080,8080,false,SIN,Asia Pacific,Singapore,177,2.17
47.236.7.246,2053,2053,true,SIN,Asia Pacific,Singapore,84,2.17
8.222.131.102,2087,2087,true,SIN,Asia Pacific,Singapore,56,2.17
8.222.169.182,2095,2095,false,SIN,Asia Pacific,Singapore,50,2.16
8.219.208.69,2053,2053,true,SIN,Asia Pacific,Singapore,54,2.16
8.222.174.108,2083,2083,true,SIN,Asia Pacific,Singapore,171,2.15
8.222.175.78,8443,8443,true,SIN,Asia Pacific,Singapore,64,2.15
8.222.182.10,8443,8443,true,SIN,Asia Pacific,Singapore,50,2.15
8.219.248.170,2052,2052,false,SIN,Asia Pacific,Singapore,202,2.15
8.219.228.157,8080,8080,false,SIN,Asia Pacific,Singapore,175,2.14
8.222.154.227,8080,8080,false,SIN,Asia Pacific,Singapore,55,2.14
8.219.248.170,2082,2082,false,SIN,Asia Pacific,Singapore,132,2.14
8.222.229.102,2096,2096,true,SIN,Asia Pacific,Singapore,50,2.14
47.236.125.62,2082,2082,false,SIN,Asia Pacific,Singapore,202,2.13
8.222.168.24,2096,2096,true,SIN,Asia Pacific,Singapore,122,2.13
47.236.121.7,2082,2082,false,SIN,Asia Pacific,Singapore,61,2.13
8.222.129.245,2082,2082,false,SIN,Asia Pacific,Singapore,55,2.10
8.222.131.102,8880,8880,false,SIN,Asia Pacific,Singapore,108,2.10
8.222.130.137,8080,8080,false,SIN,Asia Pacific,Singapore,105,2.09
47.236.144.208,2087,2087,true,SIN,Asia Pacific,Singapore,61,2.09
8.222.130.137,2096,2096,true,SIN,Asia Pacific,Singapore,122,2.09
47.245.57.38,2096,2096,true,HKG,Asia Pacific,Hong Kong,307,2.08
47.245.57.38,2082,2082,false,HKG,Asia Pacific,Hong Kong,148,2.08
8.222.131.102,8443,8443,true,SIN,Asia Pacific,Singapore,50,2.08
8.219.167.65,2052,2052,false,SIN,Asia Pacific,Singapore,58,2.08
8.222.212.219,80,80,false,SIN,Asia Pacific,Singapore,74,2.06
8.222.224.163,8080,8080,false,SIN,Asia Pacific,Singapore,62,2.05
8.219.208.69,2083,2083,true,SIN,Asia Pacific,Singapore,51,2.05
47.236.82.218,2052,2052,false,SIN,Asia Pacific,Singapore,73,2.03
47.236.104.98,2083,2083,true,SIN,Asia Pacific,Singapore,90,2.02
8.219.248.170,8080,8080,false,SIN,Asia Pacific,Singapore,141,2.00
8.219.186.189,2087,2087,true,SIN,Asia Pacific,Singapore,55,1.99
8.222.140.185,2096,2096,true,SIN,Asia Pacific,Singapore,189,1.99
8.222.131.102,2083,2083,true,SIN,Asia Pacific,Singapore,59,1.97
8.219.228.157,8443,8443,true,SIN,Asia Pacific,Singapore,110,1.97
8.222.140.185,2087,2087,true,SIN,Asia Pacific,Singapore,84,1.96
47.236.123.133,2096,2096,true,SIN,Asia Pacific,Singapore,99,1.96
8.222.224.162,2086,2086,false,SIN,Asia Pacific,Singapore,102,1.96
8.209.240.227,2095,2095,false,HKG,Asia Pacific,Hong Kong,163,1.94
8.222.180.242,2083,2083,true,SIN,Asia Pacific,Singapore,145,1.94
8.219.222.98,80,80,false,SIN,Asia Pacific,Singapore,147,1.94
47.236.94.109,8443,8443,true,SIN,Asia Pacific,Singapore,59,1.92
8.219.60.130,2053,2053,true,SIN,Asia Pacific,Singapore,98,1.91
47.91.15.247,2053,2053,true,SIN,Asia Pacific,Singapore,209,1.91
47.236.83.239,8443,8443,true,SIN,Asia Pacific,Singapore,60,1.91
8.222.214.231,2086,2086,false,SIN,Asia Pacific,Singapore,251,1.90
8.222.229.22,2082,2082,false,SIN,Asia Pacific,Singapore,65,1.90
8.222.248.188,2083,2083,true,SIN,Asia Pacific,Singapore,52,1.89
47.74.15.117,2095,2095,false,HKG,Asia Pacific,Hong Kong,235,1.89
47.245.30.208,8443,8443,true,SIN,Asia Pacific,Singapore,159,1.88
8.209.240.227,8880,8880,false,HKG,Asia Pacific,Hong Kong,251,1.86
8.222.237.131,8443,8443,true,SIN,Asia Pacific,Singapore,69,1.85
8.219.186.189,2053,2053,true,SIN,Asia Pacific,Singapore,50,1.85
47.236.145.85,8880,8880,false,SIN,Asia Pacific,Singapore,54,1.82
8.222.224.163,2082,2082,false,SIN,Asia Pacific,Singapore,59,1.78
8.222.147.203,2096,2096,true,SIN,Asia Pacific,Singapore,49,1.77
47.236.116.208,8880,8880,false,SIN,Asia Pacific,Singapore,72,1.76
47.236.79.77,8880,8880,false,SIN,Asia Pacific,Singapore,136,1.76
8.219.222.98,2053,2053,true,SIN,Asia Pacific,Singapore,204,1.76
8.222.227.191,2083,2083,true,SIN,Asia Pacific,Singapore,54,1.75
47.236.79.77,2083,2083,true,SIN,Asia Pacific,Singapore,134,1.74
8.222.167.8,2052,2052,false,SIN,Asia Pacific,Singapore,102,1.73
47.74.15.117,2087,2087,true,HKG,Asia Pacific,Hong Kong,348,1.70
8.222.175.78,80,80,false,SIN,Asia Pacific,Singapore,73,1.69
8.219.222.98,2087,2087,true,SIN,Asia Pacific,Singapore,277,1.69
8.209.240.227,80,80,false,HKG,Asia Pacific,Hong Kong,167,1.69
47.236.145.180,2082,2082,false,SIN,Asia Pacific,Singapore,80,1.66
47.236.121.7,8080,8080,false,SIN,Asia Pacific,Singapore,54,1.66
8.222.212.219,2083,2083,true,SIN,Asia Pacific,Singapore,51,1.64
8.219.222.98,2053,2053,true,SIN,Asia Pacific,Singapore,184,1.63
8.222.150.197,2087,2087,true,SIN,Asia Pacific,Singapore,95,1.62
8.209.240.227,2083,2083,true,HKG,Asia Pacific,Hong Kong,174,1.61
8.222.147.203,80,80,false,SIN,Asia Pacific,Singapore,56,1.57
8.219.186.189,80,80,false,SIN,Asia Pacific,Singapore,53,1.56
8.222.229.22,8880,8880,false,SIN,Asia Pacific,Singapore,62,1.55
47.245.6.9,8880,8880,false,HKG,Asia Pacific,Hong Kong,244,1.55
8.222.168.234,8080,8080,false,SIN,Asia Pacific,Singapore,50,1.54
8.219.114.201,2052,2052,false,SIN,Asia Pacific,Singapore,1089,1.54
47.236.145.180,2095,2095,false,SIN,Asia Pacific,Singapore,114,1.53
8.222.131.102,80,80,false,SIN,Asia Pacific,Singapore,62,1.52
8.222.168.24,2087,2087,true,SIN,Asia Pacific,Singapore,62,1.50
8.222.137.166,2086,2086,false,SIN,Asia Pacific,Singapore,176,1.50
47.236.79.77,2095,2095,false,SIN,Asia Pacific,Singapore,117,1.47
8.209.240.227,2053,2053,true,HKG,Asia Pacific,Hong Kong,160,1.47
8.222.137.166,8880,8880,false,SIN,Asia Pacific,Singapore,127,1.43
8.222.136.196,2086,2086,false,SIN,Asia Pacific,Singapore,50,1.42
8.222.137.166,80,80,false,SIN,Asia Pacific,Singapore,203,1.41
47.236.144.156,8080,8080,false,SIN,Asia Pacific,Singapore,52,1.41
47.236.7.206,2096,2096,true,SIN,Asia Pacific,Singapore,52,1.40
47.245.10.123,8080,8080,false,HKG,Asia Pacific,Hong Kong,267,1.40
8.222.154.50,2096,2096,true,SIN,Asia Pacific,Singapore,104,1.39
8.222.224.162,80,80,false,SIN,Asia Pacific,Singapore,137,1.38
8.222.180.86,2082,2082,false,SIN,Asia Pacific,Singapore,96,1.38
8.222.180.86,2086,2086,false,SIN,Asia Pacific,Singapore,64,1.37
8.222.212.219,2087,2087,true,SIN,Asia Pacific,Singapore,77,1.34
8.222.238.141,2096,2096,true,SIN,Asia Pacific,Singapore,255,1.32
47.236.144.156,2082,2082,false,SIN,Asia Pacific,Singapore,50,1.31
8.222.227.191,2096,2096,true,SIN,Asia Pacific,Singapore,64,1.28
47.236.97.90,2095,2095,false,SIN,Asia Pacific,Singapore,81,1.27
8.222.131.102,2053,2053,true,SIN,Asia Pacific,Singapore,50,1.26
8.219.208.69,80,80,false,SIN,Asia Pacific,Singapore,63,1.26
8.222.144.219,2053,2053,true,SIN,Asia Pacific,Singapore,55,1.24
8.222.136.196,2087,2087,true,SIN,Asia Pacific,Singapore,56,1.22
8.222.229.22,8443,8443,true,SIN,Asia Pacific,Singapore,114,1.22
8.222.147.203,2082,2082,false,SIN,Asia Pacific,Singapore,201,1.21
8.222.174.108,8880,8880,false,SIN,Asia Pacific,Singapore,141,1.20
8.222.238.141,8443,8443,true,SIN,Asia Pacific,Singapore,201,1.18
47.236.125.62,80,80,false,SIN,Asia Pacific,Singapore,112,1.15
8.222.212.172,8080,8080,false,SIN,Asia Pacific,Singapore,66,1.08
8.222.130.137,2086,2086,false,SIN,Asia Pacific,Singapore,141,1.05
8.222.137.166,2053,2053,true,SIN,Asia Pacific,Singapore,158,0.96
8.219.60.130,2083,2083,true,SIN,Asia Pacific,Singapore,99,0.92
8.219.222.98,8443,8443,true,SIN,Asia Pacific,Singapore,110,0.87
8.219.186.189,2082,2082,false,SIN,Asia Pacific,Singapore,61,0.75
47.236.103.153,2083,2083,true,SIN,Asia Pacific,Singapore,56,0.74
8.222.182.10,2052,2052,false,SIN,Asia Pacific,Singapore,66,0.71
47.236.144.208,2053,2053,true,SIN,Asia Pacific,Singapore,117,0.70
8.219.60.130,8443,8443,true,SIN,Asia Pacific,Singapore,149,0.64
8.222.237.131,2082,2082,false,SIN,Asia Pacific,Singapore,55,0.60
8.222.145.164,2096,2096,true,SIN,Asia Pacific,Singapore,126,0.54
8.222.212.219,8443,8443,true,SIN,Asia Pacific,Singapore,50,0.52
8.222.160.61,80,80,false,SIN,Asia Pacific,Singapore,61,0.51
8.219.210.226,8443,8443,true,SIN,Asia Pacific,Singapore,52,0.51
8.222.229.22,2096,2096,true,SIN,Asia Pacific,Singapore,53,0.47
8.222.211.124,2053,2053,true,SIN,Asia Pacific,Singapore,54,0.45
8.222.229.22,2052,2052,false,SIN,Asia Pacific,Singapore,51,0.39
47.236.130.95,80,80,false,SIN,Asia Pacific,Singapore,50,0.39
47.236.145.85,2082,2082,false,SIN,Asia Pacific,Singapore,72,0.29
47.236.117.48,2086,2086,false,SIN,Asia Pacific,Singapore,181,0.25
8.219.114.201,8880,8880,false,SIN,Asia Pacific,Singapore,56,0.00
8.219.167.65,80,80,false,SIN,Asia Pacific,Singapore,51,0.00
8.219.198.139,2082,2082,false,SIN,Asia Pacific,Singapore,85,0.00
